title,year,language,period,opening_weekend_cr,opening_weekend_note,wide_release_flag,genre,genre_primary,certification,cert_subband,has_certification,runtime_minutes,theatrical_release,festival_release,cast,director,production,star_power_flag,star_prior_mean_log,star_prior_count,lead_cast_popularity,popularity,sequel_flag,release_weekday,release_month,rating,rating_count,total_gross,india_net,overseas,budget,budget_cr,sacnilk_slug,wiki_title,tmdb_id
Tadap,2021,Hindi,during_covid,13.519999980926514,ok,True,"Action, Romantic",Action,UA,UA,True,126.0,03 Dec 2021,False,Kumud Mishra; Ahan Shetty; Sumit Gulati; Sikander Kher; Saurabh Shukla; Tara Sutaria,Milan Luthria,Nadiadwala Grandson Entertainment,1,3.7306409374336678,3,1.6491,1.2957,0,Friday,12,6.4,14.0,Rs33.0 Cr,Rs26.81 Cr,Rs2.1 Cr,Rs20.0 Cr,20.0,Tadap_2021,Tadap (2021 film),669696.0
Talvar,2015,Hindi,pre_covid,4.950000047683716,ok,True,Drama,Drama,UA,UA,True,133.0,14 Sep 2015,False,Irrfan Khan; Gajraj Rao; Konkona Sen Sharma,Meghna Gulzar,,1,,0,2.5376,2.1955,0,Monday,9,7.502,203.0,Rs47.2 Cr,Rs30.49 Cr,Rs6.04 Cr,Rs15.0 Cr,15.0,Talvar_2015,Talvar (film),353464.0
Tamasha,2015,Hindi,pre_covid,38.22999954223633,ok,True,"Drama, Romantic",Drama,UA,U/A,True,139.0,27 Nov 2015,False,,,,0,2.7572119006712144,107,2.6689,1.7448,0,Friday,11,6.997,178.0,Rs136.6 Cr,Rs67.3 Cr,Rs49.11 Cr,Rs87.0 Cr,87.0,Tamasha_2015,Tamasha (2015 film),339274.0
Tanu Weds Manu Returns,2015,Hindi,pre_covid,38.05000019073486,ok,True,"Drama, Romantic",Drama,UA,U/A,True,128.0,22 May 2015,False,Jimmy Shergill; Deepak Dobriyal; R. Madhavan; Kangana Ranaut; Swara Bhaskar,Anand L Rai,Eros International,1,,0,1.9273,1.416,1,Friday,5,6.847,176.0,Rs258.0 Cr,Rs150.71 Cr,Rs44.0 Cr,Rs39.0 Cr,39.0,Tanu_Weds_Manu_Returns_2015,Tanu Weds Manu Returns,336211.0
Te3n,2016,Hindi,pre_covid,11.170000314712524,ok,True,Thriller,Thriller,UA,UA,True,136.0,10 Jun 2016,False,,,,0,2.7802723256029735,128,1.9944,1.429,0,Friday,6,6.9,110.0,Rs33.85 Cr,Rs19.11 Cr,Rs8.05 Cr,Rs34.0 Cr,34.0,Te3n_2016,Te3n,377213.0
Teraa Surroor,2016,Hindi,pre_covid,6.489999890327454,ok,True,"Action, Romantic, Thriller",Action,UA,UA,True,106.0,11 Mar 2016,False,,,,0,2.7740854233445855,120,1.5822,2.0812,0,Friday,3,4.833,3.0,Rs20.0 Cr,Rs14.06 Cr,Rs1.02 Cr,Rs15.0 Cr,15.0,Teraa_Surroor_2016,Teraa Surroor,395339.0
Tevar,2015,Hindi,pre_covid,21.71999979019165,ok,True,Action,Action,UA,UA,True,159.0,09 Jan 2015,False,,,,0,2.7911257106709706,70,1.8786,1.0027,0,Friday,1,4.914,35.0,Rs56.6 Cr,Rs39.07 Cr,Rs3.86 Cr,Rs45.0 Cr,45.0,Tevar_2015,Tevar,312809.0
Thappad,2020,Hindi,during_covid,14.660000085830688,ok,True,Drama,Drama,U,U,True,142.0,28 Feb 2020,False,Pavail Gulati; Taapsee Pannu; Tanvi Azmi; Ratna Pathak Shah,Anubhav Sinha,T-Series,1,3.263893269671257,6,1.2751,1.1925,0,Friday,2,7.0,74.0,Rs43.0 Cr,Rs30.53 Cr,Rs7.0 Cr,Rs22.0 Cr,22.0,Thappad_2020,Thappad,668435.0
The Great Grand Superhero,2026,Hindi,post_covid,1.25,ok,True,"Adventure, Family, Fantasy",Adventure,U,U,True,112.0,29 May 2026,False,Prateik Babbar; Sharat Saxena; Sharat Saxena; Jackie Shroff; Saharsh Kumar Shukla; Bhagyashree,Manish Saini,,1,3.5409593240373143,1,1.4047,2.8206,0,Friday,5,8.0,2.0,Rs2.23 Cr,Rs1.91 Cr,Rs0.0 Cr,,,The_Great_Grand_Superhero_2026,The Great Grand Superhero,1653208.0
The India Story,2026,Hindi,post_covid,0.7299999892711639,ok,True,"Drama, Thriller",Drama,UA,U/A 16+,True,130.0,24 Jul 2026,False,Murali Sharma; Manish Wadhwa; Shreyas Talpade; Kajal Aggarwal,Chettan DK,Zee Studio,1,3.4394422522622494,21,1.9806,4.0821,0,Friday,7,0.0,0.0,Rs1.21 Cr,Rs1.08 Cr,₹0.00 Cr,,,The_India_Story_2026,The India Story,1682974.0
The Kerala Story 2: Goes Beyond,2026,Hindi,post_covid,10.150000095367432,ok,True,"Drama, Social",Drama,UA,U/A,True,131.0,27 Feb 2026,False,Sumit Gahlawat; Arjan Singh Aujla; Ulka Gupta; Aditi Bhatia; Aishwarya Ojha,Kamakhya Narayan Singh,Sunshine Pictures,1,,0,,,1,Friday,2,,,Rs62.39 Cr,Rs52.36 Cr,Rs0.0 Cr,,,The_Kerala_Story_2_Goes_Beyond_2026,The Kerala Story 2,
The Lunchbox,2013,Hindi,pre_covid,3.299999952316284,ok,True,Romantic,Romantic,U,U,True,105.0,20 Sep 2013,False,,,,0,2.731639542492259,33,2.5376,4.5089,0,Friday,9,7.4,846.0,Rs100.9 Cr,Rs20.15 Cr,Rs73.83 Cr,Rs22.0 Cr,22.0,The_Lunchbox_2013,The Lunchbox,191714.0
Tu Yaa Main,2026,Hindi,post_covid,2.8500000834465027,ok,True,"Adventure, Romantic, Thriller",Adventure,UA,U/A,True,145.0,13 Feb 2026,False,Adarsh Gourav; Parul Gulati; Shanaya Kapoor,Bejoy Nambiar,Colour Yellow Productions,1,0.9932517730102833,1,1.2643,5.8619,0,Friday,2,6.393,61.0,Rs8.47 Cr,Rs7.31 Cr,Rs0.0 Cr,,,Tu_Yaa_Main_2026,Tu Yaa Main,1446616.0
Tum Bin 2,2016,Hindi,pre_covid,3.099999964237213,ok,True,"Drama, Romantic",Drama,U,U,True,147.0,18 Nov 2016,False,,,,0,2.772049945351647,145,1.2149,1.4211,1,Friday,11,6.5,13.0,Rs6.8 Cr,Rs4.48 Cr,Rs0.75 Cr,Rs15.0 Cr,15.0,Tum_Bin_2_2016,Tum Bin 2,426785.0
Udta Punjab,2016,Hindi,pre_covid,33.80000019073486,ok,True,"Black Comedy, Crime",Black Comedy,A,A,True,147.0,17 Jun 2016,False,,,,0,2.768642457698903,130,5.2232,1.8023,0,Friday,6,7.267,174.0,Rs97.05 Cr,Rs60.33 Cr,Rs13.25 Cr,Rs47.0 Cr,47.0,Udta_Punjab_2016,Udta Punjab,398535.0
Ungli,2014,Hindi,pre_covid,12.800000190734863,ok,True,"Crime, Drama",Crime,UA,UA,True,114.0,28 Nov 2014,False,,,,0,2.784455638561371,68,2.1431,1.1392,0,Friday,11,5.7,29.0,Rs29.95 Cr,Rs19.31 Cr,Rs3.88 Cr,Rs35.0 Cr,35.0,Ungli_2014,Ungli,303904.0
VIBE,2026,Hindi,post_covid,7.450000047683716,ok,True,Action,Action,A,A,True,146.0,18 Sep 2026,False,Kunal Kemmu; Sparsh Shrivastava; Preity Zinta; Vanshika Dhir,Kunal Kemmu,,1,1.589235224579322,1,2.6713,5.4089,0,Friday,9,0.0,0.0,Rs8.94 Cr,Rs7.45 Cr,Rs0.0 Cr,,,VIBE_2026,Vibe (film),1654566.0
Vadh 2,2026,Hindi,post_covid,2.350000023841858,ok,True,"Crime, Drama, Thriller",Crime,UA,U/A,True,131.0,06 Feb 2026,False,Kumud Mishra; Sanjay Mishra; Yogita Bihani; Neena Gupta,Jaspal Singh Sandhu,Luv Films,1,3.5953926110204724,11,1.3902,2.8187,1,Friday,2,5.6,10.0,Rs4.52 Cr,Rs3.89 Cr,Rs0.0 Cr,,,Vadh_2_2026,Vadh 2,1595507.0
Waiting,2015,Hindi,pre_covid,1.300000011920929,ok,True,Drama,Drama,,,False,98.0,11 Dec 2015,False,,,,0,2.770810156664231,109,0.7166,1.2445,0,Friday,12,4.6,5.0,Rs3.8 Cr,Rs2.82 Cr,Rs0.0 Cr,Rs7.0 Cr,7.0,Waiting_2016,Waiting (2015 film),353726.0
Wajah Tum Ho,2016,Hindi,pre_covid,7.849999904632568,ok,True,"Crime, Thriller",Crime,A,A,True,136.0,16 Dec 2016,False,Sharman Joshi; Rajneesh Duggal; Gurmeet Choudhary; Sana Khan; Sherlyn Chopra,Vishal Pandya,T-Series,1,,0,1.217,1.8912,0,Friday,12,5.0,22.0,Rs14.07 Cr,Rs10.42 Cr,Rs0.0 Cr,Rs14.0 Cr,14.0,Wajah_Tum_Ho_2016,Wajah Tum Ho,430508.0
Wazir,2016,Hindi,pre_covid,21.020000457763672,ok,True,Thriller,Thriller,UA,UA,True,104.0,08 Jan 2016,False,,,,0,2.753192874586539,110,2.4194,1.352,0,Friday,1,6.75,142.0,Rs78.6 Cr,Rs41.05 Cr,Rs23.18 Cr,Rs35.0 Cr,35.0,Wazir,Wazir (film),275269.0
Welcome 2 Karachi,2015,Hindi,pre_covid,5.450000047683716,ok,True,Comedy,Comedy,,,False,131.0,29 May 2015,False,,,,0,2.7598519135784425,88,1.4635,1.1869,1,Friday,5,4.1,8.0,Rs13.4 Cr,Rs8.18 Cr,Rs2.36 Cr,Rs25.0 Cr,25.0,Welcome_2_Karachi_2015,Welcome 2 Karachi,342291.0
Welcome Back,2015,Hindi,pre_covid,50.89999961853027,ok,True,"Action, Comedy",Action,UA,UA,True,152.0,04 Sep 2015,False,,,,0,2.725638308107416,98,3.7535,2.0863,0,Friday,9,4.93,79.0,Rs168.7 Cr,Rs96.55 Cr,Rs38.36 Cr,Rs90.0 Cr,90.0,Welcome_Back_2015,Welcome Back (film),357563.0
Yaariyan,2014,Hindi,pre_covid,19.300000190734863,ok,True,"Adventure, Romantic",Adventure,,,False,145.0,10 Jan 2014,False,,,,0,2.754571407704828,40,1.7357,1.0571,0,Friday,1,3.25,20.0,Rs54.7 Cr,Rs40.01 Cr,Rs0.68 Cr,Rs16.0 Cr,16.0,Yaariyan_2014,Yaariyan (2014 film),252053.0
Yamla Pagla Deewana 2,2013,Hindi,pre_covid,20.100000381469727,ok,True,"Action, Comedy",Action,,,False,162.0,07 Jun 2013,False,,,,0,2.5903076296894185,21,2.6412,2.6099,1,Friday,6,3.472,18.0,Rs48.4 Cr,Rs33.97 Cr,Rs2.54 Cr,Rs30.0 Cr,30.0,Yamla_Pagla_Deewana_2_2013,Yamla Pagla Deewana,199687.0
Yeh Jawaani Hai Deewani,2013,Hindi,pre_covid,62.11000061035156,ok,True,"Comedy, Drama, Romantic",Comedy,UA,UA,True,159.0,31 May 2013,False,Ranbir Kapoor; Aditya Roy Kapur; Rana Daggubati; Madhuri Dixit; Deepika Padukone; Tanvi Azmi; Kalki Koechlin; Evelyn Sharma,Ayan Mukerji,,1,,0,2.6689,2.5526,0,Friday,5,7.304,314.0,Rs318.0 Cr,Rs188.57 Cr,Rs76.0 Cr,Rs75.0 Cr,75.0,Yeh_Jawaani_Hai_Deewani_2013,Yeh Jawaani Hai Deewani,185008.0
Zanjeer,2013,Hindi,pre_covid,10.009999990463257,ok,True,Action,Action,UA,UA,True,138.0,06 Sep 2013,False,,,,0,2.727814824693305,31,4.3797,2.0684,0,Friday,9,4.389,36.0,Rs22.54 Cr,Rs15.01 Cr,Rs2.28 Cr,Rs45.0 Cr,45.0,Zanjeer_2013,Zanjeer (2013 film),218898.0
Zilla Ghaziabad,2013,Hindi,pre_covid,9.550000190734863,ok,True,"Action, Thriller",Action,A,A,True,143.0,22 Feb 2013,False,,,,0,2.2762353556930863,7,2.1431,1.293,0,Friday,2,4.0,17.0,Rs22.3 Cr,Rs15.75 Cr,Rs1.04 Cr,Rs34.0 Cr,34.0,Zilla_Ghaziabad_2013,Zila Ghaziabad,168243.0
Batwara 1947,2026,Hindi,post_covid,26.5,ok,True,"Drama, Period, Thriller",Drama,A,A,True,145.0,14 Aug 2026,True,Karan Deol; Sunny Deol; Ali Fazal; Preity Zinta; Shabana Azmi,Rajkumar Santoshi,Aamir Khan Productions,1,3.188219513938832,5,2.6713,4.5845,0,Friday,8,6.0,1.0,Rs54.2 Cr,Rs38.08 Cr,Rs9.05 Cr,,,batwara_1947_2026,Batwara 1947,1169537.0
Bhooth Bangla,2026,Hindi,post_covid,54.25,ok,True,"Comedy, Fantasy, Horror",Comedy,UA,U/A,True,165.0,17 Apr 2026,False,Akshay Kumar; Paresh Rawal; Asrani; Rajpal Yadav; Mithila Palkar; Wamiqa Gabbi; Tabu,Priyadarshan,Cape Of Good Films,1,3.572450098433982,27,2.5295,6.3556,0,Friday,4,5.609,64.0,Rs270.91 Cr,Rs182.36 Cr,Rs55.0 Cr,,116.2,bhooth_bangla_2026,Bhooth Bangla,1239134.0
Welcome To The Jungle (Welcome 3),2026,Hindi,post_covid,60.0,ok,True,Comedy,Comedy,UA,U/A,True,165.0,26 Jun 2026,False,Arshad Warsi; Shreyas Talpade; Sunil Shetty; Kiku Sharda; Jackie Shroff; Paresh Rawal; Rajpal Yadav; Aftab Shivdasani; Tusshar Kapoor; Akshay Kumar; +6 more,Ahmed Khan,,1,3.120756708532961,4,8.3727,18.8812,1,Friday,6,6.824,14773.0,Rs192.75 Cr,Rs134.11 Cr,Rs33.6 Cr,Rs125.0 Cr,125.0,welcome_to_the_jungle_2026,Welcome to the Jungle (2026 film),353486.0
100,2021,Kannada,during_covid,0.8300000131130219,ok,True,"Crime, Thriller",Crime,,,False,,19 Nov 2021,False,,,,0,2.5913197967306467,215,7.3923,6.8757,0,Friday,11,6.124,344.0,Rs1.1 Cr,Rs1.09 Cr,Rs0.0 Cr,,,100_(Kannada)_2021,100 (2021 film),520946.0
America America 2,2026,Kannada,post_covid,0.5499999895691872,ok,True,Drama,Drama,UA,UA,True,142.0,11 Sep 2026,False,Nirup Bhandari; Mandya Ramesh; Achyuth Kumar; Pruthvi Ambaar; Shanvi Srivastava,Nagathihalli Chandrashekar,,1,3.2584810699274835,12,1.306,1.3242,1,Friday,9,0.0,0.0,Rs1.29 Cr,Rs1.14 Cr,Rs0.0 Cr,,,America_America_2_2026,Captain America: Civil War,1734726.0
Amruthaanjan,2026,Kannada,post_covid,0.3899999894201755,ok,True,"Comedy, Romantic",Comedy,,,False,153.0,30 Jan 2026,False,Sudhakar Gowda; Karthik Ruvary; Gowrav Shetty; Shree Bhavya; Payal Chengappa,Jothirao Mohit,,0,,0,,0.5632,0,Friday,1,0.0,0.0,Rs1.22 Cr,Rs1.1 Cr,₹0.00 Cr,,,Amruthaanjan_2026,Amruthaanjan,1667164.0
Ayogya 2,2026,Kannada,post_covid,2.259999930858612,ok,True,"Action, Drama, Romantic",Action,UA,U/A,True,152.0,07 Aug 2026,False,Sathish Ninasam; Sadhu Kokila; Girish Shivanna; Ravi Shankar; Rachita Ram,S. Mahesh Kumar,SVC Productions,1,1.6755951895090266,4,0.862,1.2459,1,Friday,8,0.0,0.0,Rs6.41 Cr,Rs5.74 Cr,₹0.00 Cr,,,Ayogya_2_2026,Ayogya 2,1396778.0
Badava Rascal,2021,Kannada,during_covid,5.159999966621399,ok,True,"Comedy, Drama, Romantic",Comedy,UA,UA,True,133.0,24 Dec 2021,True,Dhananjaya; Amrutha Iyengar,Guru Shankar,,1,1.667706822807308,1,1.064,1.4954,0,Friday,12,4.333,3.0,Rs9.0 Cr,Rs12.07 Cr,Rs0.0 Cr,,,Badava_Rascal_2021,Badava Rascal,676223.0
Balaramana Dinagalu,2026,Kannada,post_covid,0.7099999934434891,ok,True,"Action, Crime, Drama, Romantic",Action,UA,U/A 16+,True,151.0,26 Jun 2026,False,,,,0,1.3456712908347745,555,2.2566,1.1698,0,Friday,6,0.0,0.0,Rs1.66 Cr,Rs1.5 Cr,₹0.00 Cr,,,Balaramana_Dinagalu_2026,Balaramana Dinagalu,1702692.0
Bicchugatthi,2020,Kannada,during_covid,0.800000011920929,ok,True,"Action, Historical, Thriller",Action,UA,UA,True,141.0,28 Feb 2020,False,Rajavardan; Baahubali Prabhakar; Kalyani Raju; Haripriya; Sparsha Rekha,Hari Santhosh,,0,,0,0.4671,0.695,0,Friday,2,7.0,1.0,Rs1.4 Cr,Rs1.2 Cr,Rs0.0 Cr,Rs4.0 Cr,4.0,Bicchugatthi_2020,Bicchugatti,1040262.0
Citylights,2026,Kannada,post_covid,3.0200000405311584,ok,True,Drama,Drama,A,A,True,129.0,18 Sep 2026,False,Vinod Master; Vinay Rajkumar; B. M. Giriraj; Umashree; Monisha Vijaykumar,Duniya Vijay,,1,0.7323678856895245,1,0.3205,0.735,0,Friday,9,0.0,0.0,Rs3.38 Cr,Rs3.02 Cr,Rs0.0 Cr,,,Citylights_2026,CityLights (2014 film),1733927.0
Cult (2026),2026,Kannada,post_covid,1.4399999678134918,ok,True,"Drama, Romantic",Drama,,,False,,23 Jan 2026,False,Zaid Khan; Rangayana Raghu; Achyuth Kumar; Kishan Bilagali; Rachita Ram; Malaika Vasupal,Anil Kumar T M,,1,1.619138187976959,10,,0.819,0,Friday,1,0.0,0.0,Rs3.61 Cr,Rs3.21 Cr,₹0.00 Cr,,,Cult_2026,Cult (2026 film),1719290.0
Drona,2020,Kannada,during_covid,1.2500000298023224,ok,True,"Action, Drama",Action,UA,UA,True,122.0,06 Mar 2020,False,Shivarajkumar; Rangayana Raghu; Ravi Kishan; Iniya,Pramod Chakravarthi,,1,3.695658283248275,2,1.9951,1.4717,0,Friday,3,4.0,1.0,Rs2.2 Cr,Rs1.7 Cr,Rs0.2 Cr,Rs10.0 Cr,10.0,Drona_2020,Drona (2020 film),682661.0
Garuda Gamana Vrishabha Vahana,2021,Kannada,during_covid,3.200000047683716,ok,True,"Crime, Drama",Crime,A,A,True,151.0,19 Nov 2021,False,,,,0,2.5913197967306467,215,1.3885,1.0408,0,Friday,11,7.7,20.0,Rs7.85 Cr,Rs6.76 Cr,Rs0.0 Cr,Rs3.0 Cr,3.0,Garuda_Gamana_Vrishabha_Vahana_2021,Garuda Gamana Vrishabha Vahana,678466.0
Graamaayana,2026,Kannada,post_covid,1.0799999833106997,ok,True,"Action, Drama, Romantic",Action,UA,U/A 16+,True,126.0,03 Jul 2026,False,Vinay Rajkumar; Achyuth Kumar; Arun Sagar; Gopalkrishna Deshpande; Megha Shetty,Devanuru Chandru,Venus Entertainment,1,1.5530345368985008,11,0.7803,1.8472,0,Friday,7,0.0,0.0,Rs3.6 Cr,Rs3.24 Cr,₹0.00 Cr,,,Graamaayana_2026,Graamaayana,691267.0
Hayagrriva,2026,Kannada,post_covid,0.8300000131130219,ok,True,"Crime, Mystery, Thriller",Crime,,,False,,27 Feb 2026,False,Sadhu Kokila; Shobhraj; Dhanveerrah Gowda; Sharath Lohitashwa; Ramesh Bhat; Sanjana Anand,Raghukumar OR,,1,2.032688261339064,3,0.9335,2.0328,0,Friday,2,0.0,0.0,Rs2.85 Cr,Rs2.51 Cr,₹0.00 Cr,,4.3627373,Hayagrriva_2026,Hayagrriva,1296122.0
Inspector Vikram,2021,Kannada,during_covid,0.6300000250339508,ok,True,"Action, Comedy, Romantic",Action,,,False,,05 Feb 2021,False,,,,0,2.651574483512722,209,1.2261,2.8262,0,Friday,2,5.0,2.0,Rs1.3 Cr,Rs1.08 Cr,Rs0.0 Cr,,,Inspector_Vikram_2021,Inspector Vikram (2021 film),676159.0
Jiilka,2020,Kannada,during_covid,2.049999952316284,ok,True,"Drama, Romantic",Drama,,,False,,07 Feb 2020,False,Kaveesh Shetty; Prathik Shetty; Laksha Shetty; Priya Hegde,Kaveesh Shetty,KSP Productions,0,,0,,,0,Friday,2,,,Rs3.9 Cr,Rs3.2 Cr,Rs0.2 Cr,Rs2.0 Cr,2.0,Jiilka_2020,,
KD - The Devil,2026,Kannada,post_covid,7.8999998569488525,ok,True,"Action, Drama, Thriller",Action,,,False,141.0,30 Apr 2026,False,Sanjay Dutt; Jisshu Sengupta; Ramesh Aravind; Dhruva Sarja; Shilpa Shetty; Reeshma Nanaiah,Prem,KVN Productions,1,3.480785524198585,10,2.1431,3.471,0,Thursday,4,5.333,3.0,Rs24.88 Cr,Rs21.86 Cr,Rs0.0 Cr,,,KD__The_Devil_2026,KD: The Devil,1103473.0
Karavali,2026,Kannada,post_covid,3.459999978542328,ok,True,"Action, Adventure, Drama",Action,UA,U/A 16+,True,,24 Jul 2026,False,Prajwal Devaraj; Ramesh Indira; Raj B. Shetty; Govinde Gowda; Sampada Hulivana,Gurudatta Ganiga,VK Films,1,1.302986809173633,5,2.2566,1.805,0,Friday,7,9.0,1.0,Rs9.09 Cr,Rs8.1 Cr,₹0.00 Cr,,,Karavali_2026,Karavali (film),1215812.0
Khakii,2020,Kannada,during_covid,1.600000023841858,ok,True,"Action, Crime, Drama",Action,,,False,,24 Jan 2020,False,Dev Gill; Chiranjeevi Sarja; Tanya Hope,Naviin Reddy,Tarun Talkies,1,3.505557402714172,1,0.9538,1.4049,0,Friday,1,1.0,1.0,Rs2.75 Cr,Rs2.37 Cr,Rs0.0 Cr,Rs7.0 Cr,7.0,Khakii_2020,Udaya Kumar (director),666350.0
Kotigobba 3,2021,Kannada,during_covid,16.350000381469727,ok,True,Action,Action,UA,UA,True,122.0,15 Oct 2021,False,Kichcha Sudeep; Nawab Shah; Aftab Shivdasani; P. Ravi Shankar; Shradda Das; Madonna Sebastian,Shiva Karthik,,1,4.5589970775318065,2,1.1044,1.0364,1,Friday,10,5.8,6.0,Rs39.1 Cr,Rs33.05 Cr,Rs0.0 Cr,Rs30.0 Cr,30.0,Kotigobba_3_2021,Kotigobba 3,678470.0
Landlord,2026,Kannada,post_covid,2.059999942779541,ok,True,"Action, Drama, Social",Action,UA,U/A 16+,True,,23 Jan 2026,False,,,,0,1.3610301403358607,543,0.9516,1.1407,0,Friday,1,0.0,0.0,Rs7.07 Cr,Rs6.25 Cr,₹0.00 Cr,,,Landlord_2026,Landlord (film),1613346.0
Lo Naveena,2026,Kannada,post_covid,0.3100000098347664,ok,True,"Comedy, Romantic",Comedy,,,False,,15 May 2026,False,Naveen Sajju; Prakash Thuminad; Apoorva Shri; Varsha Giridhar,Dhanurdhari Pavan,,1,,0,0.4543,1.0482,0,Friday,5,0.0,0.0,Rs1.79 Cr,Rs1.61 Cr,₹0.00 Cr,,,Lo_Naveena_2026,Prakash Thuminad,1704322.0
Love Mocktail,2020,Kannada,during_covid,0.1299999989569187,ok,True,"Drama, Romantic",Drama,UA,UA,True,147.0,31 Jan 2020,False,Darling Krishna; Milana Nagraj,Darling Krishna,Krishna Talkies,1,,0,0.8245,1.5523,0,Friday,1,6.6,20.0,Rs4.3 Cr,Rs3.6 Cr,Rs0.1 Cr,Rs2.0 Cr,2.0,Love_Mocktail_2020,Love Mocktail,672125.0
Love Mocktail 3,2026,Kannada,post_covid,3.799999952316284,ok,True,"Drama, Family",Drama,,,False,134.0,19 Mar 2026,True,Abhilash Dalapathi; Dilip Raj; Darling Krishna; Milana Nagaraj; Rachel David,Darling Krishna,,1,1.1819738009518492,4,1.077,2.3446,1,Thursday,3,8.0,1.0,Rs18.06 Cr,Rs15.0 Cr,Rs1.0 Cr,,,Love_Mocktail_3_2026,Love Mocktail 3,1647899.0
Mother Promise,2026,Kannada,post_covid,1.280000001192093,ok,True,"Drama, Family, Thriller",Drama,UA,U/A 13+,True,,10 Jul 2026,False,Poornachandra Mysuru; Poornachandra Mysore; Chi Guru Dutt; Dhananjaya; Nagabhushana N S; Mahadev Prasad; Vinaya Prasad; Geetha,Poornachandra Mysuru,Daali Pictures,1,,0,1.0799,0.9395,0,Friday,7,0.0,0.0,Rs2.63 Cr,Rs2.36 Cr,₹0.00 Cr,,,Mother_Promise_2026,Mother Promise,1662770.0
Naanu Matthu Gunda,2020,Kannada,during_covid,2.200000047683716,ok,True,Drama,Drama,UA,UA,True,,24 Jan 2020,False,Shivaraj K.R. Pete; Samyuktha Hornadu,Srinivas Thimmaiah,Poem Pictures Productions,0,,0,0.5398,0.7364,0,Friday,1,0.0,0.0,Rs4.6 Cr,Rs4.0 Cr,Rs0.0 Cr,Rs3.0 Cr,3.0,Naanu_Matthu_Gunda_2020,Nanu Matthu Gunda,718201.0
Navelru... Half Boiled,2020,Kannada,during_covid,0.4500000104308128,ok,True,Comedy,Comedy,,,False,,24 Jan 2020,False,Devadas Kapikad; Sunil Kumar; Vinya Shetty; Matangi Prasan,B. Shivaraj Venkattachcha,,0,,0,,,0,Friday,1,,,Rs1.25 Cr,Rs1.05 Cr,Rs0.0 Cr,Rs2.0 Cr,2.0,Navelru_Half_Boiled_2020,Tabla Nani,
Ninna Sanihake,2021,Kannada,during_covid,0.4000000059604645,ok,True,"Comedy, Romantic",Comedy,,,False,,08 Oct 2021,False,,,,0,2.613024133825803,213,0.7465,2.0768,0,Friday,10,0.0,0.0,Rs1.35 Cr,Rs1.15 Cr,Rs0.0 Cr,,,Ninna_Sanihake_2021,Ninna Sanihake,677047.0
Pogaru,2021,Kannada,during_covid,17.550000190734863,ok,True,Action,Action,UA,UA,True,160.0,19 Feb 2021,False,Dhruva Sarja; Mayuri Kyatari; Rashmika Mandanna,Nandakishore,Sri Jagadguru Movies,1,2.995732273553991,1,2.1824,1.6788,0,Friday,2,3.8,5.0,Rs45.1 Cr,Rs34.44 Cr,Rs0.0 Cr,Rs25.0 Cr,25.0,Pogaru_2021,Pogaru,788106.0
Popcorn Monkey Tiger,2020,Kannada,during_covid,4.300000011920929,ok,True,"Action, Crime, Drama",Action,A,A,True,133.0,21 Feb 2020,False,Dhananjay; Amrutha Iyengar; Niveditha,Duniya Soori,,1,,0,1.064,1.7502,0,Friday,2,6.6,5.0,Rs7.0 Cr,Rs5.85 Cr,Rs0.5 Cr,Rs6.0 Cr,6.0,Popcorn_Monkey_Tiger_2020,Popcorn Monkey Tiger,674762.0
Rakkasapuradol,2026,Kannada,post_covid,1.100000023841858,ok,True,"Mystery, Psychological, Thriller",Mystery,,,False,127.0,06 Feb 2026,False,Raj B. Shetty; Gopal Deshpande; Swathishta Krishnan; Archana Kottige,Ravi Saranga,,1,1.5115408207325318,3,,,0,Friday,2,,,Rs5.62 Cr,Rs5.02 Cr,₹0.00 Cr,,,Rakkasapuradol_2026,Rakkasapuradhol,
Roberrt,2021,Kannada,during_covid,27.300000190734863,ok,True,Action,Action,,,False,166.0,11 Mar 2021,False,Jagapati Babu; Devaraj; Darshan Thoogudeepa; P. Ravi Shankar; Ravi Kishan; Asha Bhat,Tarun Sudhir,Umapathy Films,1,,0,1.1288,1.6537,0,Thursday,3,3.0,2.0,Rs69.5 Cr,Rs58.98 Cr,Rs0.0 Cr,Rs30.0 Cr,30.0,Roberrt_2021,Roberrt,673779.0
Salaga,2021,Kannada,during_covid,7.610000133514404,ok,True,"Crime, Thriller",Crime,,,False,,14 Oct 2021,False,Nagabhushan; Dhananjay; Duniya Vijay; Sanjana Anand,Duniya Vijay,Venus Enterrtainer,1,2.209088872943618,2,1.064,1.5481,0,Thursday,10,0.0,0.0,Rs22.0 Cr,Rs18.62 Cr,Rs0.0 Cr,Rs15.0 Cr,15.0,Salaga_2021,Salaga (film),679659.0
Sarala Subbarao,2026,Kannada,post_covid,0.2999999932944774,ok,True,"Drama, Family, Period, Romantic",Drama,UA,U/A 13+,True,,20 Feb 2026,False,,,,0,1.3559891458971414,547,0.9894,2.337,0,Friday,2,0.0,0.0,Rs1.14 Cr,Rs1.02 Cr,₹0.00 Cr,,,Sarala_Subbarao_2026,Sarala Subbarao,1638744.0
